ENSG00000269449	NOT_MAPPED
ENSG00000214921	NOT_MAPPED
ENSG00000236669	NOT_MAPPED
ENSG00000204957	NOT_MAPPED
ENSG00000269883	NOT_MAPPED
ENSG00000268397	NOT_MAPPED
ENSG00000269808	NOT_MAPPED
ENSG00000269636	NOT_MAPPED
ENSG00000265629	NOT_MAPPED
ENSG00000228835	NOT_MAPPED
ENSG00000233863	NOT_MAPPED
ENSG00000213132	NOT_MAPPED
ENSG00000225885	NOT_MAPPED
ENSG00000212997	NOT_MAPPED
ENSG00000268865	NOT_MAPPED
ENSG00000181495	NOT_MAPPED
ENSG00000223474	NOT_MAPPED
ENSG00000269375	NOT_MAPPED
ENSG00000269624	NOT_MAPPED
ENSG00000234631	NOT_MAPPED
ENSG00000259171	NOT_MAPPED
ENSG00000227164	NOT_MAPPED
ENSG00000177596	NOT_MAPPED
ENSG00000225996	NOT_MAPPED
ENSG00000268146	NOT_MAPPED
ENSG00000203301	NOT_MAPPED
ENSG00000267884	NOT_MAPPED
ENSG00000181039	NOT_MAPPED
ENSG00000267976	NOT_MAPPED
ENSG00000255537	NOT_MAPPED
ENSG00000215527	NOT_MAPPED
ENSG00000250424	NOT_MAPPED
ENSG00000205595	NOT_MAPPED
ENSG00000225485	NOT_MAPPED
ENSG00000072444	NOT_MAPPED
ENSG00000270898	NOT_MAPPED
ENSG00000155640	NOT_MAPPED
ENSG00000204365	NOT_MAPPED
ENSG00000173088	NOT_MAPPED
ENSG00000197445	NOT_MAPPED
ENSG00000212734	NOT_MAPPED
ENSG00000154035	NOT_MAPPED
ENSG00000167230	NOT_MAPPED
ENSG00000179294	NOT_MAPPED
ENSG00000184909	NOT_MAPPED
ENSG00000145965	NOT_MAPPED
ENSG00000197851	NOT_MAPPED
ENSG00000270024	NOT_MAPPED
ENSG00000186354	NOT_MAPPED
ENSG00000161573	NOT_MAPPED
ENSG00000006075	NOT_MAPPED
ENSG00000205021	NOT_MAPPED
ENSG00000256515	NOT_MAPPED
ENSG00000129277	NOT_MAPPED
ENSG00000205020	NOT_MAPPED
ENSG00000184258	NOT_MAPPED
CDR1AS	NOT_MAPPED
ENSG00000230055	NOT_MAPPED
ENSG00000266956	NOT_MAPPED
ENSG00000227450	NOT_MAPPED
ENSG00000273217	NOT_MAPPED
ENSG00000255730	NOT_MAPPED
ENSG00000259363	NOT_MAPPED
ENSG00000259316	NOT_MAPPED
ENSG00000228008	NOT_MAPPED
ENSG00000265303	NOT_MAPPED
ENSG00000108296	NOT_MAPPED
ENSG00000068793	NOT_MAPPED
ENSG00000165659	NOT_MAPPED
ENSG00000258465	NOT_MAPPED
ENSG00000162290	NOT_MAPPED
ENSG00000141141	NOT_MAPPED
ENSG00000108272	NOT_MAPPED
ENSG00000268926	NOT_MAPPED
ENSG00000214397	NOT_MAPPED
ENSG00000269514	NOT_MAPPED
ENSG00000161326	NOT_MAPPED
ENSG00000268358	NOT_MAPPED
ENSG00000130201	NOT_MAPPED
ENSG00000182646	NOT_MAPPED
ENSG00000185087	NOT_MAPPED
ENSG00000152726	NOT_MAPPED
ENSG00000174196	NOT_MAPPED
ENSG00000147382	NOT_MAPPED
ENSG00000205047	NOT_MAPPED
ENSG00000273395	NOT_MAPPED
ENSG00000268927	NOT_MAPPED
ENSG00000268194	NOT_MAPPED
ENSG00000233404	NOT_MAPPED
ENSG00000204828	NOT_MAPPED
ENSG00000215298	NOT_MAPPED
ENSG00000147402	NOT_MAPPED
ENSG00000198750	NOT_MAPPED
ENSG00000107623	NOT_MAPPED
ENSG00000128802	NOT_MAPPED
ENSG00000005955	NOT_MAPPED
ENSG00000143140	NOT_MAPPED
ENSG00000205281	NOT_MAPPED
ENSG00000196648	NOT_MAPPED
ENSG00000153666	NOT_MAPPED
ENSG00000196644	NOT_MAPPED
ENSG00000183653	NOT_MAPPED
ENSG00000077809	NOT_MAPPED
ENSG00000168274	NOT_MAPPED
ENSG00000197846	NOT_MAPPED
ENSG00000197459	NOT_MAPPED
ENSG00000108753	NOT_MAPPED
ENSG00000215271	NOT_MAPPED
ENSG00000273266	NOT_MAPPED
ENSG00000241489	NOT_MAPPED
ENSG00000258664	NOT_MAPPED
ENSG00000143466	NOT_MAPPED
ENSG00000073009	NOT_MAPPED
ENSG00000250588	NOT_MAPPED
ENSG00000255103	NOT_MAPPED
ENSG00000069712	NOT_MAPPED
ENSG00000174595	NOT_MAPPED
ENSG00000132130	NOT_MAPPED
ENSG00000152022	NOT_MAPPED
ENSG00000267697	NOT_MAPPED
ENSG00000017621	NOT_MAPPED
ENSG00000155130	NOT_MAPPED
ENSG00000272781	NOT_MAPPED
ENSG00000133808	NOT_MAPPED
ENSG00000108292	NOT_MAPPED
ENSG00000120586	NOT_MAPPED
ENSG00000183748	NOT_MAPPED
ENSG00000174100	NOT_MAPPED
ENSG00000249773	NOT_MAPPED
ENSG00000256618	NOT_MAPPED
ENSG00000256045	NOT_MAPPED
ENSG00000270188	NOT_MAPPED
ENSG00000249860	NOT_MAPPED
ENSG00000255823	NOT_MAPPED
ENSG00000141140	NOT_MAPPED
ENSG00000262621	NOT_MAPPED
ENSG00000138293	NOT_MAPPED
ENSG00000183729	NOT_MAPPED
ENSG00000182500	NOT_MAPPED
ENSG00000163113	NOT_MAPPED
ENSG00000243444	NOT_MAPPED
ENSG00000197991	NOT_MAPPED
ENSG00000196963	NOT_MAPPED
ENSG00000056661	NOT_MAPPED
ENSG00000249967	NOT_MAPPED
ENSG00000184886	NOT_MAPPED
ENSG00000174083	NOT_MAPPED
ENSG00000141720	NOT_MAPPED
ENSG00000135213	NOT_MAPPED
ENSG00000183657	NOT_MAPPED
ENSG00000130723	NOT_MAPPED
ENSG00000267618	NOT_MAPPED
ENSG00000141150	NOT_MAPPED
ENSG00000136653	NOT_MAPPED
ENSG00000179837	NOT_MAPPED
ENSG00000131795	NOT_MAPPED
ENSG00000121848	NOT_MAPPED
ENSG00000257184	NOT_MAPPED
ENSG00000171282	NOT_MAPPED
ENSG00000253426	NOT_MAPPED
ENSG00000219492	NOT_MAPPED
ENSG00000272195	NOT_MAPPED
ENSG00000204814	NOT_MAPPED
ENSG00000220032	NOT_MAPPED
ENSG00000258472	NOT_MAPPED
ENSG00000248540	NOT_MAPPED
ENSG00000272822	NOT_MAPPED
ENSG00000260007	NOT_MAPPED
ENSG00000272617	NOT_MAPPED
ENSG00000251537	NOT_MAPPED
ENSG00000258941	NOT_MAPPED
ENSG00000258989	NOT_MAPPED
ENSG00000258945	NOT_MAPPED
ENSG00000257327	NOT_MAPPED
ENSG00000262003	NOT_MAPPED
ENSG00000256500	NOT_MAPPED
ENSG00000255384	NOT_MAPPED
ENSG00000273049	NOT_MAPPED
ENSG00000259243	NOT_MAPPED
ENSG00000215749	NOT_MAPPED
ENSG00000255835	NOT_MAPPED
ENSG00000267561	NOT_MAPPED
ENSG00000270299	NOT_MAPPED
ENSG00000260548	NOT_MAPPED
ENSG00000170616	NOT_MAPPED
ENSG00000262660	NOT_MAPPED
ENSG00000176274	NOT_MAPPED
ENSG00000272962	NOT_MAPPED
ENSG00000087916	NOT_MAPPED
ENSG00000138041	NOT_MAPPED
ENSG00000139656	NOT_MAPPED
ENSG00000174111	NOT_MAPPED
ENSG00000213029	NOT_MAPPED
ENSG00000017373	NOT_MAPPED
ENSG00000163486	NOT_MAPPED
ENSG00000183473	NOT_MAPPED
ENSG00000006114	NOT_MAPPED
ENSG00000108264	NOT_MAPPED
ENSG00000172660	NOT_MAPPED
ENSG00000221995	NOT_MAPPED
ENSG00000138297	NOT_MAPPED
ENSG00000170647	NOT_MAPPED
ENSG00000184040	NOT_MAPPED
ENSG00000221870	NOT_MAPPED
ENSG00000256655	NOT_MAPPED
ENSG00000226894	NOT_MAPPED
ENSG00000153575	NOT_MAPPED
ENSG00000117289	NOT_MAPPED
ENSG00000102069	NOT_MAPPED
ENSG00000243135	NOT_MAPPED
ENSG00000240224	NOT_MAPPED
ENSG00000242013	NOT_MAPPED
ENSG00000177764	NOT_MAPPED
ENSG00000163067	NOT_MAPPED
ENSG00000198477	NOT_MAPPED
ENSG00000108278	NOT_MAPPED
